chromosome,gene_id,transcript_id,gene_name,strand
chr3,ENSG00000177311.12,ENST00000321464.7,ZBTB38,+
chr3,ENSG00000155903.14,ENST00000286364.9,RASA2,+
chr3,ENSG00000114125.14,ENST00000273480.4,RNF7,+
chr3,ENSG00000114124.3,ENST00000682958.1,GRK7,+
chr3,ENSG00000069849.11,ENST00000286371.8,ATP1B3,+
chr3,ENSG00000114126.18,ENST00000489671.6,TFDP2,-
chr3,ENSG00000175066.16,ENST00000392993.7,GK5,-
chr3,ENSG00000114127.11,ENST00000392981.7,XRN1,-
chr3,ENSG00000175054.16,ENST00000350721.9,ATR,-
chr3,ENSG00000120756.13,ENST00000457734.7,PLS1,+
chr3,ENSG00000144935.17,ENST00000476941.6,TRPC1,+
chr3,ENSG00000163710.9,ENST00000295992.8,PCOLCE2,-
chr3,ENSG00000188582.10,ENST00000340634.6,PAQR9,-
chr3,ENSG00000163714.18,ENST00000473835.7,U2SURP,+
chr3,ENSG00000175040.6,ENST00000309575.5,CHST2,+
chr3,ENSG00000181804.15,ENST00000316549.11,SLC9A9,-
chr3,ENSG00000181744.9,ENST00000315691.8,DIPK2A,+
chr3,ENSG00000152952.14,ENST00000282903.10,PLOD2,-
chr3,ENSG00000114698.15,ENST00000354952.7,PLSCR4,-
chr3,ENSG00000163746.13,ENST00000696113.1,PLSCR2,-
chr3,ENSG00000188313.13,ENST00000342435.9,PLSCR1,-
chr3,ENSG00000231213.7,ENST00000443512.2,PLSCR5,-
chr3,ENSG00000174963.18,ENST00000383075.8,ZIC4,-
chr3,ENSG00000152977.10,ENST00000282928.5,ZIC1,+
chr3,ENSG00000144891.19,ENST00000349243.8,AGTR1,+
chr3,ENSG00000153002.12,ENST00000282957.9,CPB1,+
chr3,ENSG00000163751.4,ENST00000296046.4,CPA3,+
chr3,ENSG00000163754.18,ENST00000345003.9,GYG1,+
chr3,ENSG00000071794.16,ENST00000310053.10,HLTF,-
chr3,ENSG00000163755.9,ENST00000296051.7,HPS3,+
chr3,ENSG00000047457.14,ENST00000264613.11,CP,-
chr3,ENSG00000163762.7,ENST00000296059.7,TM4SF18,-
chr3,ENSG00000169908.12,ENST00000305366.8,TM4SF1,-
chr3,ENSG00000169903.7,ENST00000305354.5,TM4SF4,+
chr3,ENSG00000018408.15,ENST00000360632.8,WWTR1,-
chr3,ENSG00000114744.9,ENST00000473414.6,COMMD2,-
chr3,ENSG00000206199.11,ENST00000446160.7,ANKUB1,-
chr3,ENSG00000082996.20,ENST00000392894.8,RNF13,+
chr3,ENSG00000070087.15,ENST00000239940.12,PFN2,-
chr3,ENSG00000196428.13,ENST00000688009.1,TSC22D2,+
chr3,ENSG00000120742.11,ENST00000239944.7,SERP1,-
chr3,ENSG00000144895.12,ENST00000460851.6,EIF2A,+
chr3,ENSG00000198843.14,ENST00000471696.6,SELENOT,+
chr3,ENSG00000163645.15,ENST00000295910.11,ERICH6,-
chr3,ENSG00000181788.4,ENST00000312960.4,SIAH2,-
chr3,ENSG00000214237.11,ENST00000465419.7,MINDY4B,-
chr3,ENSG00000163646.12,ENST00000327047.6,CLRN1,-
chr3,ENSG00000144893.13,ENST00000687756.1,MED12L,+
chr3,ENSG00000174946.7,ENST00000309180.6,GPR171,-
chr3,ENSG00000174944.9,ENST00000309170.8,P2RY14,-
chr3,ENSG00000138271.6,ENST00000260843.5,GPR87,-
chr3,ENSG00000181631.7,ENST00000325602.6,P2RY13,-
chr3,ENSG00000169313.10,ENST00000302632.4,P2RY12,-
chr3,ENSG00000152580.9,ENST00000282466.4,IGSF10,-
chr3,ENSG00000197953.6,ENST00000356517.4,AADACL2,+
chr3,ENSG00000114771.14,ENST00000232892.12,AADAC,+
chr3,ENSG00000198829.6,ENST00000362032.6,SUCNR1,+
chr3,ENSG00000152601.18,ENST00000324210.10,MBNL1,+
chr3,ENSG00000169860.7,ENST00000305097.6,P2RY1,+
chr3,ENSG00000181467.5,ENST00000323534.5,RAP2B,+
chr3,ENSG00000114790.13,ENST00000465093.6,ARHGEF26,+
chr3,ENSG00000174953.14,ENST00000496811.6,DHX36,-
chr3,ENSG00000174948.6,ENST00000389740.3,GPR149,-
chr3,ENSG00000196549.13,ENST00000360490.7,MME,+
chr3,ENSG00000240045.2,ENST00000489090.2,STRIT1,-
chr3,ENSG00000114805.18,ENST00000460012.7,PLCH1,-
chr3,ENSG00000174928.16,ENST00000340171.7,C3orf33,-
chr3,ENSG00000169359.16,ENST00000643144.2,SLC33A1,-
chr3,ENSG00000163655.16,ENST00000496455.7,GMPS,+
chr3,ENSG00000169282.19,ENST00000490337.6,KCNAB1,+
chr3,ENSG00000114850.7,ENST00000265044.7,SSR3,-
chr3,ENSG00000163659.13,ENST00000295924.12,TIPARP,+
chr3,ENSG00000197980.14,ENST00000356539.9,LEKR1,+
chr3,ENSG00000163660.12,ENST00000295926.8,CCNL1,-
chr3,ENSG00000197415.12,ENST00000362010.7,VEPH1,-
chr3,ENSG00000163661.4,ENST00000295927.4,PTX3,+
chr3,ENSG00000168779.21,ENST00000483851.7,SHOX2,-
chr3,ENSG00000174891.14,ENST00000611884.5,RSRC1,+
chr3,ENSG00000178053.21,ENST00000466246.7,MLF1,+
chr3,ENSG00000168827.15,ENST00000486715.6,GFM1,+
chr3,ENSG00000079257.8,ENST00000264265.4,LXN,-
chr3,ENSG00000118849.10,ENST00000237696.10,RARRES1,-
chr3,ENSG00000118855.21,ENST00000415822.8,MFSD1,+
chr3,ENSG00000214216.11,ENST00000397832.7,IQCJ,+
chr3,ENSG00000151967.19,ENST00000638749.2,SCHIP1,+
chr3,ENSG00000168811.8,ENST00000699704.1,IL12A,+
chr3,ENSG00000180044.6,ENST00000326474.5,C3orf80,+
chr3,ENSG00000068885.15,ENST00000326448.12,IFT80,-
chr3,ENSG00000113810.16,ENST00000357388.8,SMC4,+
chr3,ENSG00000213186.8,ENST00000309784.9,TRIM59,-
chr3,ENSG00000186432.10,ENST00000334256.9,KPNA4,-
chr3,ENSG00000179674.4,ENST00000320767.4,ARL14,+
chr3,ENSG00000163590.14,ENST00000498165.6,PPM1L,+
chr3,ENSG00000169255.15,ENST00000320474.10,B3GALNT1,-
chr3,ENSG00000169251.13,ENST00000351193.7,NMD3,+
chr3,ENSG00000196542.9,ENST00000620149.2,SPTSSB,-
chr3,ENSG00000182447.4,ENST00000327928.4,OTOL1,+
chr3,ENSG00000090402.8,ENST00000264382.8,SI,-
chr3,ENSG00000121871.4,ENST00000475390.2,SLITRK3,-
chr3,ENSG00000114200.10,ENST00000264381.8,BCHE,-
chr3,ENSG00000169064.13,ENST00000675490.1,ZBBX,-
chr3,ENSG00000114204.16,ENST00000264677.9,SERPINI2,-
chr3,ENSG00000174776.12,ENST00000682715.1,WDR49,-
chr3,ENSG00000114209.15,ENST00000392750.7,PDCD10,-
chr3,ENSG00000163536.13,ENST00000446050.7,SERPINI1,+
chr3,ENSG00000173905.9,ENST00000470487.6,GOLIM4,-
chr3,ENSG00000085276.19,ENST00000651503.2,MECOM,-
chr3,ENSG00000184378.3,ENST00000330368.3,ACTRT3,-
chr3,ENSG00000085274.16,ENST00000349841.10,MYNN,+
chr3,ENSG00000171757.17,ENST00000446859.7,LRRC34,-
chr3,ENSG00000188306.7,ENST00000340806.7,LRRIQ4,+
chr3,ENSG00000114248.10,ENST00000316428.10,LRRC31,-
chr3,ENSG00000187033.9,ENST00000335556.7,SAMD7,+
chr3,ENSG00000008952.17,ENST00000337002.9,SEC62,+
chr3,ENSG00000173890.17,ENST00000355897.10,GPR160,+
chr3,ENSG00000173889.16,ENST00000495893.7,PHC3,-
chr3,ENSG00000163558.13,ENST00000295797.5,PRKCI,+
chr3,ENSG00000136603.15,ENST00000259119.9,SKIL,+
chr3,ENSG00000013297.12,ENST00000064724.8,CLDN11,+
chr3,ENSG00000013293.6,ENST00000231706.6,SLC7A14,-
chr3,ENSG00000163584.18,ENST00000295830.13,RPL22L1,-
chr3,ENSG00000163577.8,ENST00000295822.7,EIF5A2,-
chr3,ENSG00000163581.14,ENST00000314251.8,SLC2A2,-
chr3,ENSG00000154310.17,ENST00000436636.7,TNIK,-
chr3,ENSG00000075651.17,ENST00000351298.9,PLD1,-
chr3,ENSG00000186329.9,ENST00000334567.9,TMEM212,+
chr3,ENSG00000075420.13,ENST00000415807.7,FNDC3B,+
chr3,ENSG00000121853.4,ENST00000241256.3,GHSR,-
chr3,ENSG00000121858.11,ENST00000241261.7,TNFSF10,-
chr3,ENSG00000144959.11,ENST00000475381.7,NCEH1,-
chr3,ENSG00000114346.14,ENST00000392692.8,ECT2,+
chr3,ENSG00000144962.7,ENST00000351008.4,SPATA16,-
chr3,ENSG00000169760.18,ENST00000695368.1,NLGN1,+
chr3,ENSG00000177694.16,ENST00000454872.6,NAALADL2,+
chr3,ENSG00000177565.19,ENST00000457928.7,TBL1XR1,-
chr3,ENSG00000172667.11,ENST00000311417.7,ZMAT3,-
chr3,ENSG00000121879.6,ENST00000263967.4,PIK3CA,+
chr3,ENSG00000171121.17,ENST00000392685.7,KCNMB3,-
chr3,ENSG00000121864.10,ENST00000496856.6,ZNF639,+
chr3,ENSG00000171109.19,ENST00000471841.6,MFN1,+
chr3,ENSG00000114450.11,ENST00000232564.8,GNB4,-
chr3,ENSG00000136518.17,ENST00000429709.7,ACTL6A,+
chr3,ENSG00000136522.14,ENST00000476781.6,MRPL47,-
chr3,ENSG00000136521.13,ENST00000259037.8,NDUFB5,+
chr3,ENSG00000058056.10,ENST00000263966.8,USP13,+
chr3,ENSG00000114757.19,ENST00000467460.6,PEX5L,-
chr3,ENSG00000163728.11,ENST00000296015.9,TTC14,+
chr3,ENSG00000284862.3,ENST00000476379.6,CCDC39,-
chr3,ENSG00000114416.19,ENST00000357559.9,FXR1,+
chr3,ENSG00000205981.9,ENST00000382564.8,DNAJC19,-
chr3,ENSG00000181449.4,ENST00000325404.3,SOX2,+
chr3,ENSG00000058063.17,ENST00000323116.10,ATP11B,+
chr3,ENSG00000043093.15,ENST00000292782.9,DCUN1D1,-
chr3,ENSG00000078070.14,ENST00000265594.9,MCCC1,-
chr3,ENSG00000078081.8,ENST00000265598.8,LAMP3,-
chr3,ENSG00000053524.13,ENST00000328913.8,MCF2L2,-
chr3,ENSG00000176597.12,ENST00000326505.4,B3GNT5,+
chr3,ENSG00000172578.12,ENST00000341319.8,KLHL6,-
chr3,ENSG00000114796.16,ENST00000242810.11,KLHL24,+
chr3,ENSG00000163872.16,ENST00000305135.10,YEATS2,+
chr3,ENSG00000180834.8,ENST00000318631.8,MAP6D1,-
chr3,ENSG00000175193.14,ENST00000317096.9,PARL,-
chr3,ENSG00000114770.17,ENST00000334444.11,ABCC5,-
chr3,ENSG00000186090.11,ENST00000428798.7,HTR3D,+
chr3,ENSG00000178084.2,ENST00000318351.2,HTR3C,+
chr3,ENSG00000186038.9,ENST00000415389.6,HTR3E,+
chr3,ENSG00000145191.15,ENST00000648915.2,EIF2B5,+
chr3,ENSG00000161202.20,ENST00000313143.9,DVL3,+
chr3,ENSG00000161203.14,ENST00000292807.9,AP2M1,+
chr3,ENSG00000161204.12,ENST00000429586.7,ABCF3,+
chr3,ENSG00000145198.15,ENST00000691901.1,VWA5B2,+
chr3,ENSG00000214160.10,ENST00000397676.8,ALG3,-
chr3,ENSG00000284753.2,ENST00000324557.9,EEF1AKMT4,+
chr3,ENSG00000163888.4,ENST00000296238.4,CAMK2N2,-
chr3,ENSG00000145194.19,ENST00000404464.8,ECE2,+
chr3,ENSG00000175166.17,ENST00000310118.9,PSMD2,+
chr3,ENSG00000114867.22,ENST00000346169.7,EIF4G1,+
chr3,ENSG00000175182.15,ENST00000383847.7,FAM131A,+
chr3,ENSG00000114859.16,ENST00000265593.9,CLCN2,-
chr3,ENSG00000163882.10,ENST00000456318.6,POLR2H,+
chr3,ENSG00000090534.20,ENST00000647395.1,THPO,-
chr3,ENSG00000090539.16,ENST00000204604.6,CHRD,+
chr3,ENSG00000182580.3,ENST00000330394.3,EPHB3,+
chr3,ENSG00000177383.5,ENST00000317897.5,MAGEF1,-
chr3,ENSG00000156931.16,ENST00000625842.3,VPS8,+
chr3,ENSG00000187068.3,ENST00000335012.3,C3orf70,-
chr3,ENSG00000113790.11,ENST00000231887.8,EHHADH,-
chr3,ENSG00000073803.14,ENST00000265026.8,MAP3K13,+
chr3,ENSG00000163900.11,ENST00000421852.6,TMEM41A,-
chr3,ENSG00000163898.10,ENST00000296252.9,LIPH,-
chr3,ENSG00000163904.13,ENST00000296257.10,SENP2,+
chr3,ENSG00000073792.16,ENST00000382199.7,IGF2BP2,-
chr3,ENSG00000136527.19,ENST00000453386.7,TRA2B,-
chr3,ENSG00000244405.8,ENST00000306376.10,ETV5,-
chr3,ENSG00000058866.15,ENST00000265022.8,DGKG,-
chr3,ENSG00000213139.8,ENST00000307944.6,CRYGS,-
chr3,ENSG00000113838.13,ENST00000338733.10,TBCCD1,-
chr3,ENSG00000090520.12,ENST00000265028.8,DNAJB11,+
chr3,ENSG00000145192.13,ENST00000411641.7,AHSG,+
chr3,ENSG00000090512.12,ENST00000265029.8,FETUB,+
chr3,ENSG00000113905.5,ENST00000232003.5,HRG,+
chr3,ENSG00000113889.14,ENST00000644859.2,KNG1,+
chr3,ENSG00000156976.17,ENST00000323963.10,EIF4A2,+
chr3,ENSG00000163918.12,ENST00000296273.7,RFC4,-
chr3,ENSG00000181092.10,ENST00000320741.7,ADIPOQ,+
chr3,ENSG00000073849.16,ENST00000169298.8,ST6GAL1,+
chr3,ENSG00000163923.10,ENST00000296277.9,RPL39L,-
chr3,ENSG00000175077.6,ENST00000312295.5,RTP1,+
chr3,ENSG00000127241.18,ENST00000296280.11,MASP1,-
chr3,ENSG00000136514.3,ENST00000259030.3,RTP4,+
chr3,ENSG00000157005.4,ENST00000287641.4,SST,-
chr3,ENSG00000198471.1,ENST00000358241.1,RTP2,-
chr3,ENSG00000113916.18,ENST00000406870.7,BCL6,-
chr3,ENSG00000145012.15,ENST00000617246.5,LPP,+
chr3,ENSG00000188001.10,ENST00000345063.8,TPRG1,+
chr3,ENSG00000073282.14,ENST00000264731.8,TP63,+
chr3,ENSG00000090530.10,ENST00000319332.10,P3H2,-
chr3,ENSG00000163347.6,ENST00000295522.4,CLDN1,-
chr3,ENSG00000113946.4,ENST00000264734.3,CLDN16,+
chr3,ENSG00000198398.3,ENST00000354905.3,TMEM207,-
chr3,ENSG00000196083.11,ENST00000447382.6,IL1RAP,+
chr3,ENSG00000205835.9,ENST00000442080.6,GMNC,-
chr3,ENSG00000188729.7,ENST00000682035.1,OSTN,+
chr3,ENSG00000188958.10,ENST00000340524.10,UTS2B,-
chr3,ENSG00000152492.15,ENST00000392455.9,CCDC50,+
chr3,ENSG00000253548.1,ENST00000518817.1,PYDC2,+
chr3,ENSG00000114279.15,ENST00000445105.7,FGF12,-
chr3,ENSG00000180611.7,ENST00000392452.3,MB21D2,-
chr3,ENSG00000127252.7,ENST00000264735.4,PLAAT1,+
chr3,ENSG00000187527.12,ENST00000342358.9,ATP13A5,-
chr3,ENSG00000127249.15,ENST00000342695.9,ATP13A4,-
chr3,ENSG00000198836.11,ENST00000361510.8,OPA1,+
chr3,ENSG00000114315.4,ENST00000232424.4,HES1,+
chr3,ENSG00000178772.7,ENST00000323830.4,CPN2,-
chr3,ENSG00000172061.9,ENST00000347624.4,LRRC15,-
chr3,ENSG00000178732.6,ENST00000692618.1,GP5,-
chr3,ENSG00000133657.17,ENST00000645319.2,ATP13A3,-
chr3,ENSG00000145014.18,ENST00000347147.9,TMEM44,-
chr3,ENSG00000041802.11,ENST00000265245.10,LSG1,-
chr3,ENSG00000185112.6,ENST00000329759.6,FAM43A,+
chr3,ENSG00000173950.16,ENST00000310380.11,XXYLT1,-
chr3,ENSG00000114331.16,ENST00000326793.11,ACAP2,-
chr3,ENSG00000184203.8,ENST00000618156.5,PPP1R2,-
chr3,ENSG00000189058.9,ENST00000343267.8,APOD,-
chr3,ENSG00000176945.18,ENST00000447234.7,MUC20,+
chr3,ENSG00000145113.22,ENST00000463781.8,MUC4,-
chr3,ENSG00000061938.21,ENST00000672887.2,TNK2,-
chr3,ENSG00000072274.14,ENST00000360110.9,TFRC,-
chr3,ENSG00000163958.14,ENST00000296326.8,ZDHHC19,-
chr3,ENSG00000163959.10,ENST00000296327.10,SLC51A,+
chr3,ENSG00000161217.12,ENST00000431016.6,PCYT1A,-
chr3,ENSG00000213123.11,ENST00000325318.10,DYNLT2B,-
chr3,ENSG00000163960.13,ENST00000296328.9,UBXN7,-
chr3,ENSG00000163961.4,ENST00000318037.3,RNF168,-
chr3,ENSG00000214097.5,ENST00000397537.3,SMCO1,-
chr3,ENSG00000185798.8,ENST00000332629.7,WDR53,-
chr3,ENSG00000174013.8,ENST00000311630.7,FBXO45,+
chr3,ENSG00000174004.6,ENST00000328557.5,NRROS,+
chr3,ENSG00000174007.9,ENST00000409690.5,CEP19,-
chr3,ENSG00000163964.18,ENST00000392391.9,PIGX,+
chr3,ENSG00000180370.10,ENST00000327134.7,PAK2,+
chr3,ENSG00000119231.11,ENST00000323460.10,SENP5,+
chr3,ENSG00000114503.11,ENST00000321256.10,NCBP2,-
chr3,ENSG00000270170.2,ENST00000602845.2,NCBP2AS2,+
chr3,ENSG00000119227.8,ENST00000412723.6,PIGZ,-
chr3,ENSG00000163975.14,ENST00000296350.10,MELTF,-
chr3,ENSG00000075711.21,ENST00000667157.1,DLG1,-
chr3,ENSG00000161267.12,ENST00000392379.6,BDH1,-
chr3,ENSG00000145016.17,ENST00000296343.10,RUBCN,-
chr3,ENSG00000122068.13,ENST00000241502.9,FYTTD1,+
chr3,ENSG00000186001.14,ENST00000425562.7,LRCH3,+
chr3,ENSG00000114473.14,ENST00000265239.11,IQCG,-
chr3,ENSG00000182899.17,ENST00000647248.2,RPL35A,+
chr3,ENSG00000185621.11,ENST00000420910.7,LMLN,+
chr4,ENSG00000272602.6,ENST00000610261.6,ZNF595,+
chr4,ENSG00000250312.8,ENST00000510175.6,ZNF718,+
chr4,ENSG00000186777.13,ENST00000419098.6,ZNF732,-
chr4,ENSG00000131127.14,ENST00000240499.8,ZNF141,+
chr4,ENSG00000182903.16,ENST00000511833.3,ZNF721,-
chr4,ENSG00000174227.16,ENST00000453061.7,PIGG,+
chr4,ENSG00000273238.3,ENST00000610212.3,TMEM271,-
chr4,ENSG00000133256.13,ENST00000496514.6,PDE6B,+
chr4,ENSG00000169020.10,ENST00000304312.5,ATP5ME,-
chr4,ENSG00000215375.7,ENST00000400159.7,MYL5,+
chr4,ENSG00000169026.13,ENST00000322224.9,SLC49A3,-
chr4,ENSG00000185619.19,ENST00000362003.10,PCGF3,+
chr4,ENSG00000168993.15,ENST00000304062.11,CPLX1,-
chr4,ENSG00000178950.18,ENST00000314167.9,GAK,-
chr4,ENSG00000127419.17,ENST00000264771.9,TMEM175,+
chr4,ENSG00000145214.14,ENST00000273814.8,DGKQ,-
chr4,ENSG00000127415.13,ENST00000514224.2,IDUA,+
chr4,ENSG00000145217.14,ENST00000398516.3,SLC26A1,-
chr4,ENSG00000127418.15,ENST00000510644.6,FGFRL1,+
chr4,ENSG00000178222.14,ENST00000433731.7,RNF212,-
chr4,ENSG00000159674.12,ENST00000290902.10,SPON2,-
chr4,ENSG00000159692.18,ENST00000382952.8,CTBP1,-
chr4,ENSG00000090316.16,ENST00000303400.9,MAEA,+
chr4,ENSG00000163945.19,ENST00000389851.10,UVSSA,+
chr4,ENSG00000235608.2,ENST00000422806.2,NKX1-1,-
chr4,ENSG00000174137.14,ENST00000308132.11,FAM53A,-
chr4,ENSG00000163950.13,ENST00000489418.6,SLBP,-
chr4,ENSG00000168936.12,ENST00000382936.8,TMEM129,-
chr4,ENSG00000013810.21,ENST00000313288.9,TACC3,+
chr4,ENSG00000068078.20,ENST00000440486.8,FGFR3,+
chr4,ENSG00000168924.15,ENST00000302787.3,LETM1,-
chr4,ENSG00000109685.19,ENST00000508803.6,NSD2,+
chr4,ENSG00000185049.16,ENST00000382882.9,NELFA,-
chr4,ENSG00000243449.8,ENST00000409248.10,NICOL1,+
chr4,ENSG00000185818.8,ENST00000423729.3,NAT8L,+
chr4,ENSG00000130997.16,ENST00000511885.6,POLN,-
chr4,ENSG00000123933.17,ENST00000337190.7,MXD4,-
chr4,ENSG00000159733.14,ENST00000290974.7,ZFYVE28,-
chr4,ENSG00000206113.12,ENST00000635017.2,CFAP99,+
chr4,ENSG00000063978.17,ENST00000314289.13,RNF4,+
chr4,ENSG00000125386.16,ENST00000637812.2,FAM193A,+
chr4,ENSG00000168884.15,ENST00000315423.12,TNIP2,-
chr4,ENSG00000087266.18,ENST00000503393.8,SH3BP2,+
chr4,ENSG00000087274.19,ENST00000683351.1,ADD1,+
chr4,ENSG00000109736.15,ENST00000355443.9,MFSD10,-
chr4,ENSG00000087269.16,ENST00000416614.7,NOP14,-
chr4,ENSG00000125388.20,ENST00000398052.9,GRK4,+
chr4,ENSG00000197386.14,ENST00000355072.11,HTT,+
chr4,ENSG00000188981.11,ENST00000438480.7,MSANTD1,+
chr4,ENSG00000159788.20,ENST00000336727.8,RGS12,+
chr4,ENSG00000109758.9,ENST00000382774.8,HGFAC,+
chr4,ENSG00000175920.18,ENST00000340083.6,DOK7,+
chr4,ENSG00000163956.13,ENST00000650182.1,LRPAP1,-
chr4,ENSG00000184160.8,ENST00000330055.7,ADRA2C,+
chr4,ENSG00000163982.6,ENST00000296358.5,OTOP1,-
chr4,ENSG00000132406.12,ENST00000382753.5,TMEM128,-
chr4,ENSG00000145220.14,ENST00000343470.9,LYAR,-
chr4,ENSG00000168826.16,ENST00000337872.9,ZBTB49,+
chr4,ENSG00000168824.15,ENST00000621129.5,NSG1,+
chr4,ENSG00000168818.10,ENST00000306200.7,STX18,-
chr4,ENSG00000163132.8,ENST00000382723.5,MSX1,+
chr4,ENSG00000170891.11,ENST00000307746.9,CYTL1,-
chr4,ENSG00000152953.13,ENST00000282908.10,STK32B,+
chr4,ENSG00000173040.13,ENST00000344408.10,EVC2,-
chr4,ENSG00000072840.13,ENST00000264956.11,EVC,+
chr4,ENSG00000072832.15,ENST00000324989.12,CRMP1,-
chr4,ENSG00000181215.17,ENST00000711657.1,C4orf50,-
chr4,ENSG00000152969.21,ENST00000409021.9,JAKMIP1,-
chr4,ENSG00000284684.1,ENST00000636216.1,ENSG00000284684,-
chr4,ENSG00000109501.15,ENST00000226760.5,WFS1,+
chr4,ENSG00000074211.14,ENST00000382599.9,PPP2R2C,-
chr4,ENSG00000013288.9,ENST00000285599.8,MAN2B2,+
chr4,ENSG00000179010.16,ENST00000382581.5,MRFAP1,+
chr4,ENSG00000170846.17,ENST00000635031.2,MRFAP1L2,+
chr4,ENSG00000163993.7,ENST00000296370.4,S100P,+
chr4,ENSG00000178988.11,ENST00000320848.7,MRFAP1L1,-
chr4,ENSG00000186222.5,ENST00000320776.5,BLOC1S4,+
chr4,ENSG00000170871.12,ENST00000307659.6,KIAA0232,+
chr4,ENSG00000132405.19,ENST00000409757.9,TBC1D14,+
chr4,ENSG00000173013.6,ENST00000310085.6,CFAP184,-
chr4,ENSG00000173011.12,ENST00000310074.8,TADA2B,+
chr4,ENSG00000109519.14,ENST00000264954.5,GRPEL1,-
chr4,ENSG00000184985.17,ENST00000507866.6,SORCS2,+
chr4,ENSG00000178597.7,ENST00000319098.7,PSAPL1,-
chr4,ENSG00000196526.11,ENST00000420658.6,AFAP1,-
chr4,ENSG00000163995.22,ENST00000447017.7,ABLIM2,-
chr4,ENSG00000125089.18,ENST00000245105.8,SH3TC1,+
chr4,ENSG00000170801.10,ENST00000307358.7,HTRA3,+
chr4,ENSG00000087008.16,ENST00000356406.10,ACOX3,-
chr4,ENSG00000155275.19,ENST00000389737.5,TRMT44,+
chr4,ENSG00000155269.12,ENST00000382487.5,GPR78,+
chr4,ENSG00000109625.19,ENST00000360986.9,CPZ,+
chr4,ENSG00000215612.8,ENST00000400677.5,HMX1,-
chr4,ENSG00000229924.3,ENST00000512047.2,FAM90A26,+
chr4,ENSG00000231396.3,ENST00000417945.1,USP17L10,+
chr4,ENSG00000233136.3,ENST00000457736.1,USP17L11,+
chr4,ENSG00000227551.1,ENST00000415041.1,USP17L12,+
chr4,ENSG00000232399.4,ENST00000429667.1,USP17L13,+
chr4,ENSG00000223569.8,ENST00000456464.2,USP17L15,+
chr4,ENSG00000249104.3,ENST00000511568.1,USP17L17,+
chr4,ENSG00000250844.3,ENST00000504209.1,USP17L18,+
chr4,ENSG00000248920.3,ENST00000515566.1,USP17L19,+
chr4,ENSG00000250745.3,ENST00000506151.1,USP17L20,+
chr4,ENSG00000249811.3,ENST00000506414.1,USP17L21,+
chr4,ENSG00000248933.3,ENST00000511280.1,USP17L22,+
chr4,ENSG00000232264.5,ENST00000504481.1,USP17L24,+
chr4,ENSG00000230430.5,ENST00000509271.1,USP17L25,+
chr4,ENSG00000229579.5,ENST00000509660.1,USP17L26,+
chr4,ENSG00000227140.3,ENST00000507227.1,USP17L5,+
chr4,ENSG00000235780.3,ENST00000515574.1,USP17L27,+
chr4,ENSG00000231051.3,ENST00000504543.1,USP17L28,+
chr4,ENSG00000231637.3,ENST00000511681.1,USP17L29,+
chr4,ENSG00000228856.3,ENST00000504104.1,USP17L30,+
chr4,ENSG00000186146.2,ENST00000334879.2,DEFB131A,+
chr4,ENSG00000169676.6,ENST00000304374.4,DRD5,+
chr4,ENSG00000109667.12,ENST00000264784.8,SLC2A9,-
chr4,ENSG00000071127.18,ENST00000499869.7,WDR1,-
chr4,ENSG00000178163.8,ENST00000326756.4,ZNF518B,-
chr4,ENSG00000109684.16,ENST00000226951.11,CLNK,-
chr4,ENSG00000002587.10,ENST00000002596.6,HS3ST1,-
chr4,ENSG00000157869.16,ENST00000330852.10,RAB28,-
chr4,ENSG00000109705.8,ENST00000382438.6,NKX3-2,-
chr4,ENSG00000038219.13,ENST00000040738.10,BOD1L1,-
chr4,ENSG00000137449.17,ENST00000538197.7,CPEB2,+
chr4,ENSG00000163145.13,ENST00000444304.3,C1QTNF7,+
chr4,ENSG00000048342.18,ENST00000424120.6,CC2D2A,+
chr4,ENSG00000118564.15,ENST00000341285.8,FBXL5,-
chr4,ENSG00000237765.8,ENST00000422728.3,FAM200B,+
chr4,ENSG00000109743.11,ENST00000265016.9,BST1,+
chr4,ENSG00000004468.13,ENST00000226279.8,CD38,+
chr4,ENSG00000137440.5,ENST00000382333.2,FGFBP1,-
chr4,ENSG00000137441.8,ENST00000259989.7,FGFBP2,-
chr4,ENSG00000007062.12,ENST00000447510.7,PROM1,-
chr4,ENSG00000169762.17,ENST00000405303.7,TAPT1,-
chr4,ENSG00000169744.13,ENST00000304523.10,LDB2,-
chr4,ENSG00000151552.13,ENST00000281243.10,QDPR,-
chr4,ENSG00000249581.2,ENST00000511148.2,CLRN2,+
chr4,ENSG00000002549.13,ENST00000226299.9,LAP3,+
chr4,ENSG00000118579.13,ENST00000237380.12,MED28,+
chr4,ENSG00000047662.5,ENST00000265018.4,FAM184B,-
chr4,ENSG00000163257.11,ENST00000382247.6,DCAF16,-
chr4,ENSG00000109805.10,ENST00000251496.7,NCAPG,+
chr4,ENSG00000178177.17,ENST00000635767.2,LCORL,-
chr4,ENSG00000145147.20,ENST00000504154.6,SLIT2,+
chr4,ENSG00000163138.19,ENST00000503585.6,PACRGL,+
chr4,ENSG00000185774.17,ENST00000382152.7,KCNIP4,-
chr4,ENSG00000152990.14,ENST00000334304.10,ADGRA3,-
chr4,ENSG00000109819.9,ENST00000264867.7,PPARGC1A,-
chr4,ENSG00000109606.13,ENST00000336812.5,DHX15,-
chr4,ENSG00000109610.6,ENST00000382120.4,SOD3,+
